"","Overs","Mdns","Runs","Wkts","Econ","Ave","SR","Opposition","Ground","Start Date","Match_ID","Bowler","Player_ID"
"9042","10.0","1","32","2","3.20","16.00","30.0","v Kenya","Nairobi (Gym)","12 Aug 2006","ODI # 2402","Shakib Al Hasan ",56143
"9043","6.3","1","26","1","4.00","26.00","39.0","v Kenya","Nairobi (Gym)","13 Aug 2006","ODI # 2403","Shakib Al Hasan ",56143
"9044","8.0","0","28","0","3.50","-","-","v Kenya","Nairobi (Gym)","15 Aug 2006","ODI # 2404","Shakib Al Hasan ",56143
"9045","2.0","0","23","0","11.50","-","-","v Sri Lanka","Mohali","7 Oct 2006","ODI # 2423","Shakib Al Hasan ",56143
"9046","5.0","0","12","0","2.40","-","-","v West Indies","Jaipur","11 Oct 2006","ODI # 2426","Shakib Al Hasan ",56143
"9047","10.0","1","18","3","1.80","6.00","20.0","v Zimbabwe","Jaipur","13 Oct 2006","ODI # 2427","Shakib Al Hasan ",56143
"9048","10.0","2","30","2","3.00","15.00","30.0","v Zimbabwe","Khulna","30 Nov 2006","ODI # 2453","Shakib Al Hasan ",56143
"9049","10.0","0","44","2","4.40","22.00","30.0","v Zimbabwe","Bogra","3 Dec 2006","ODI # 2457","Shakib Al Hasan ",56143
"9050","10.0","0","40","0","4.00","-","-","v Zimbabwe","Bogra","5 Dec 2006","ODI # 2459","Shakib Al Hasan ",56143
"9051","10.0","1","32","2","3.20","16.00","30.0","v Zimbabwe","Dhaka","8 Dec 2006","ODI # 2461","Shakib Al Hasan ",56143
"9052","7.0","0","29","0","4.14","-","-","v Zimbabwe","Dhaka","9 Dec 2006","ODI # 2462","Shakib Al Hasan ",56143
"9053","10.0","4","13","1","1.30","13.00","60.0","v Scotland","Chattogram","15 Dec 2006","ODI # 2465","Shakib Al Hasan ",56143
"9054","4.0","0","8","1","2.00","8.00","24.0","v Scotland","Dhaka","17 Dec 2006","ODI # 2467","Shakib Al Hasan ",56143
"9055","10.0","0","40","1","4.00","40.00","60.0","v Zimbabwe","Harare","4 Feb 2007","ODI # 2505","Shakib Al Hasan ",56143
"9056","6.0","0","27","1","4.50","27.00","36.0","v Zimbabwe","Harare","6 Feb 2007","ODI # 2511","Shakib Al Hasan ",56143
"9057","10.0","0","29","1","2.90","29.00","60.0","v Zimbabwe","Harare","9 Feb 2007","ODI # 2516","Shakib Al Hasan ",56143
"9058","10.0","0","42","1","4.20","42.00","60.0","v Zimbabwe","Harare","10 Feb 2007","ODI # 2518","Shakib Al Hasan ",56143
"9059","8.0","1","36","1","4.50","36.00","48.0","v Bermuda","St John's","25 Feb 2007","ODI # 2528","Shakib Al Hasan ",56143
"9060","10.0","1","36","2","3.60","18.00","30.0","v Canada","St John's","28 Feb 2007","ODI # 2530","Shakib Al Hasan ",56143
"9061","10.0","0","44","0","4.40","-","-","v India","Port of Spain","17 Mar 2007","ODI # 2538","Shakib Al Hasan ",56143
"9062","10.0","0","49","1","4.90","49.00","60.0","v Sri Lanka","Port of Spain","21 Mar 2007","ODI # 2546","Shakib Al Hasan ",56143
"9063","3.0","0","12","2","4.00","6.00","9.0","v Bermuda","Port of Spain","25 Mar 2007","ODI # 2554","Shakib Al Hasan ",56143
"9064","0.5","0","14","0","16.80","-","-","v Australia","North Sound","31 Mar 2007","ODI # 2559","Shakib Al Hasan ",56143
"9065","3.0","0","33","0","11.00","-","-","v New Zealand","North Sound","2 Apr 2007","ODI # 2561","Shakib Al Hasan ",56143
"9066","10.0","0","49","2","4.90","24.50","30.0","v South Africa","Providence","7 Apr 2007","ODI # 2564","Shakib Al Hasan ",56143
"9067","6.0","0","19","0","3.16","-","-","v England","Bridgetown","11 Apr 2007","ODI # 2568","Shakib Al Hasan ",56143
"9068","10.0","0","44","1","4.40","44.00","60.0","v Ireland","Bridgetown","15 Apr 2007","ODI # 2572","Shakib Al Hasan ",56143
"9069","8.0","0","38","1","4.75","38.00","48.0","v West Indies","Bridgetown","19 Apr 2007","ODI # 2576","Shakib Al Hasan ",56143
"9070","9.0","0","43","2","4.77","21.50","27.0","v India","Dhaka","10 May 2007","ODI # 2582","Shakib Al Hasan ",56143
"9071","7.0","0","40","0","5.71","-","-","v India","Dhaka","12 May 2007","ODI # 2583","Shakib Al Hasan ",56143
"9072","8.0","0","50","0","6.25","-","-","v Sri Lanka","Colombo (PSS)","20 Jul 2007","ODI # 2605","Shakib Al Hasan ",56143
"9073","-","-","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","23 Jul 2007","ODI # 2606","Shakib Al Hasan ",56143
"9074","8.0","0","43","1","5.37","43.00","48.0","v Sri Lanka","Colombo (RPS)","25 Jul 2007","ODI # 2607","Shakib Al Hasan ",56143
"9075","9.4","0","56","3","5.79","18.66","19.3","v New Zealand","Auckland","26 Dec 2007","ODI # 2658","Shakib Al Hasan ",56143
"9076","10.0","0","55","0","5.50","-","-","v New Zealand","Napier","28 Dec 2007","ODI # 2659","Shakib Al Hasan ",56143
"9077","1.0","0","16","0","16.00","-","-","v New Zealand","Queenstown","31 Dec 2007","ODI # 2660","Shakib Al Hasan ",56143
"9078","8.5","0","29","1","3.28","29.00","53.0","v South Africa","Chattogram","9 Mar 2008","ODI # 2690","Shakib Al Hasan ",56143
"9079","8.0","0","28","0","3.50","-","-","v South Africa","Dhaka","12 Mar 2008","ODI # 2691","Shakib Al Hasan ",56143
"9080","9.2","1","47","0","5.03","-","-","v South Africa","Dhaka","14 Mar 2008","ODI # 2692","Shakib Al Hasan ",56143
"9081","10.0","1","38","1","3.80","38.00","60.0","v Ireland","Dhaka","18 Mar 2008","ODI # 2693","Shakib Al Hasan ",56143
"9082","7.0","0","16","2","2.28","8.00","21.0","v Ireland","Dhaka","20 Mar 2008","ODI # 2694","Shakib Al Hasan ",56143
"9083","10.0","1","46","2","4.60","23.00","30.0","v Ireland","Dhaka","22 Mar 2008","ODI # 2695","Shakib Al Hasan ",56143
"9084","10.0","0","52","1","5.20","52.00","60.0","v Pakistan","Lahore","8 Apr 2008","ODI # 2696","Shakib Al Hasan ",56143
"9085","5.0","0","29","1","5.80","29.00","30.0","v Pakistan","Faisalabad","11 Apr 2008","ODI # 2698","Shakib Al Hasan ",56143
"9086","10.0","1","50","2","5.00","25.00","30.0","v Pakistan","Lahore","13 Apr 2008","ODI # 2700","Shakib Al Hasan ",56143
"9087","9.0","1","34","1","3.77","34.00","54.0","v Pakistan","Multan","16 Apr 2008","ODI # 2702","Shakib Al Hasan ",56143
"9088","10.0","0","52","0","5.20","-","-","v Pakistan","Karachi","19 Apr 2008","ODI # 2703","Shakib Al Hasan ",56143
"9089","10.0","0","46","2","4.60","23.00","30.0","v Australia","Darwin","30 Aug 2008","ODI # 2758","Shakib Al Hasan ",56143
"9090","6.4","0","38","2","5.70","19.00","20.0","v Australia","Darwin","3 Sep 2008","ODI # 2760","Shakib Al Hasan ",56143
"9091","10.0","0","25","0","2.50","-","-","v Australia","Darwin","6 Sep 2008","ODI # 2762","Shakib Al Hasan ",56143
"9092","10.0","0","30","1","3.00","30.00","60.0","v New Zealand","Dhaka","9 Oct 2008","ODI # 2763","Shakib Al Hasan ",56143
"9093","10.0","0","20","2","2.00","10.00","30.0","v New Zealand","Dhaka","11 Oct 2008","ODI # 2764","Shakib Al Hasan ",56143
"9094","10.0","0","41","2","4.10","20.50","30.0","v New Zealand","Chattogram","14 Oct 2008","ODI # 2765","Shakib Al Hasan ",56143
"9095","10.0","0","48","2","4.80","24.00","30.0","v South Africa","Potchefstroom","7 Nov 2008","ODI # 2771","Shakib Al Hasan ",56143
"9096","10.0","0","67","0","6.70","-","-","v South Africa","Benoni","9 Nov 2008","ODI # 2772","Shakib Al Hasan ",56143
"9097","10.0","3","23","3","2.30","7.66","20.0","v Zimbabwe","Dhaka","10 Jan 2009","ODI # 2790","Shakib Al Hasan ",56143
"9098","6.0","0","24","0","4.00","-","-","v Sri Lanka","Dhaka","14 Jan 2009","ODI # 2793","Shakib Al Hasan ",56143
"9099","10.0","2","22","2","2.20","11.00","30.0","v Sri Lanka","Dhaka","16 Jan 2009","ODI # 2794","Shakib Al Hasan ",56143
"9100","10.0","4","11","3","1.10","3.66","20.0","v Zimbabwe","Dhaka","19 Jan 2009","ODI # 2797","Shakib Al Hasan ",56143
"9101","10.0","3","24","0","2.40","-","-","v Zimbabwe","Dhaka","21 Jan 2009","ODI # 2799","Shakib Al Hasan ",56143
"9102","8.0","4","15","3","1.87","5.00","16.0","v Zimbabwe","Dhaka","23 Jan 2009","ODI # 2801","Shakib Al Hasan ",56143
"9103","8.0","0","26","1","3.25","26.00","48.0","v West Indies","Roseau","26 Jul 2009","ODI # 2862","Shakib Al Hasan ",56143
"9104","10.0","2","42","1","4.20","42.00","60.0","v West Indies","Roseau","28 Jul 2009","ODI # 2863","Shakib Al Hasan ",56143
"9105","9.4","2","28","0","2.89","-","-","v West Indies","Basseterre","31 Jul 2009","ODI # 2865","Shakib Al Hasan ",56143
"9106","10.0","2","42","2","4.20","21.00","30.0","v Zimbabwe","Bulawayo","9 Aug 2009","ODI # 2869","Shakib Al Hasan ",56143
"9107","9.0","0","39","2","4.33","19.50","27.0","v Zimbabwe","Bulawayo","11 Aug 2009","ODI # 2871","Shakib Al Hasan ",56143
"9108","10.0","0","65","2","6.50","32.50","30.0","v Zimbabwe","Bulawayo","14 Aug 2009","ODI # 2872","Shakib Al Hasan ",56143
"9109","9.0","0","70","0","7.77","-","-","v Zimbabwe","Bulawayo","16 Aug 2009","ODI # 2873","Shakib Al Hasan ",56143
"9110","8.0","2","22","0","2.75","-","-","v Zimbabwe","Bulawayo","18 Aug 2009","ODI # 2874","Shakib Al Hasan ",56143
"9111","10.0","0","49","0","4.90","-","-","v Zimbabwe","Dhaka","27 Oct 2009","ODI # 2914","Shakib Al Hasan ",56143
"9112","9.0","1","24","1","2.66","24.00","54.0","v Zimbabwe","Dhaka","29 Oct 2009","ODI # 2916","Shakib Al Hasan ",56143
"9113","7.0","1","32","0","4.57","-","-","v Zimbabwe","Dhaka","31 Oct 2009","ODI # 2917","Shakib Al Hasan ",56143
"9114","6.5","1","8","3","1.17","2.66","13.6","v Zimbabwe","Chattogram","3 Nov 2009","ODI # 2920","Shakib Al Hasan ",56143
"9115","10.0","1","29","3","2.90","9.66","20.0","v Zimbabwe","Chattogram","5 Nov 2009","ODI # 2922","Shakib Al Hasan ",56143
"9116","10.0","0","43","0","4.30","-","-","v Sri Lanka","Dhaka","4 Jan 2010","ODI # 2937","Shakib Al Hasan ",56143
"9117","10.0","0","45","1","4.50","45.00","60.0","v India","Dhaka","7 Jan 2010","ODI # 2939","Shakib Al Hasan ",56143
"9118","8.0","2","27","0","3.37","-","-","v Sri Lanka","Dhaka","8 Jan 2010","ODI # 2940","Shakib Al Hasan ",56143
"9119","10.0","0","58","1","5.80","58.00","60.0","v India","Dhaka","11 Jan 2010","ODI # 2942","Shakib Al Hasan ",56143
"9120","9.0","0","62","1","6.88","62.00","54.0","v New Zealand","Napier","5 Feb 2010","ODI # 2949","Shakib Al Hasan ",56143
"9121","3.0","0","13","0","4.33","-","-","v New Zealand","Dunedin","8 Feb 2010","ODI # 2951","Shakib Al Hasan ",56143
"9122","10.0","0","33","4","3.30","8.25","15.0","v New Zealand","Christchurch","11 Feb 2010","ODI # 2953","Shakib Al Hasan ",56143
"9123","10.0","1","42","1","4.20","42.00","60.0","v England","Dhaka","28 Feb 2010","ODI # 2964","Shakib Al Hasan ",56143
"9124","10.0","2","32","3","3.20","10.66","20.0","v England","Dhaka","2 Mar 2010","ODI # 2965","Shakib Al Hasan ",56143
"9125","10.0","0","45","1","4.50","45.00","60.0","v England","Chattogram","5 Mar 2010","ODI # 2968","Shakib Al Hasan ",56143
"9126","10.0","0","49","2","4.90","24.50","30.0","v India","Dambulla","16 Jun 2010","ODI # 2993","Shakib Al Hasan ",56143
"9127","10.0","0","49","1","4.90","49.00","60.0","v Sri Lanka","Dambulla","18 Jun 2010","ODI # 2995","Shakib Al Hasan ",56143
"9128","10.0","0","73","2","7.30","36.50","30.0","v Pakistan","Dambulla","21 Jun 2010","ODI # 2998","Shakib Al Hasan ",56143
"9129","10.0","0","35","2","3.50","17.50","30.0","v England","Nottingham","8 Jul 2010","ODI # 3018","Shakib Al Hasan ",56143
"9130","10.0","0","40","2","4.00","20.00","30.0","v England","Bristol","10 Jul 2010","ODI # 3025","Shakib Al Hasan ",56143
"9131","10.0","0","75","0","7.50","-","-","v England","Birmingham","12 Jul 2010","ODI # 3026","Shakib Al Hasan ",56143
"9132","10.0","0","52","1","5.20","52.00","60.0","v Ireland","Belfast","15 Jul 2010","ODI # 3027","Shakib Al Hasan ",56143
"9133","9.0","1","21","2","2.33","10.50","27.0","v Ireland","Belfast","16 Jul 2010","ODI # 3028","Shakib Al Hasan ",56143
"9134","5.0","0","36","2","7.20","18.00","15.0","v Netherlands","Glasgow","20 Jul 2010","ODI # 3029","Shakib Al Hasan ",56143
"9135","8.0","0","41","4","5.12","10.25","12.0","v New Zealand","Dhaka","5 Oct 2010","ODI # 3051","Shakib Al Hasan ",56143
"9136","9.0","1","45","2","5.00","22.50","27.0","v New Zealand","Dhaka","11 Oct 2010","ODI # 3054","Shakib Al Hasan ",56143
"9137","10.0","0","54","3","5.40","18.00","20.0","v New Zealand","Dhaka","14 Oct 2010","ODI # 3056","Shakib Al Hasan ",56143
"9138","10.0","1","35","2","3.50","17.50","30.0","v New Zealand","Dhaka","17 Oct 2010","ODI # 3058","Shakib Al Hasan ",56143
"9139","10.0","0","37","1","3.70","37.00","60.0","v Zimbabwe","Dhaka","1 Dec 2010","ODI # 3071","Shakib Al Hasan ",56143
"9140","9.0","0","39","4","4.33","9.75","13.5","v Zimbabwe","Dhaka","3 Dec 2010","ODI # 3073","Shakib Al Hasan ",56143
"9141","9.0","0","57","1","6.33","57.00","54.0","v Zimbabwe","Dhaka","6 Dec 2010","ODI # 3075","Shakib Al Hasan ",56143
"9142","10.0","0","58","3","5.80","19.33","20.0","v Zimbabwe","Chattogram","12 Dec 2010","ODI # 3078","Shakib Al Hasan ",56143
"9143","10.0","0","61","1","6.10","61.00","60.0","v India","Dhaka","19 Feb 2011","ODI # 3100","Shakib Al Hasan ",56143
"9144","8.0","0","28","2","3.50","14.00","24.0","v Ireland","Dhaka","25 Feb 2011","ODI # 3108","Shakib Al Hasan ",56143
"9145","0.2","0","1","0","3.00","-","-","v West Indies","Dhaka","4 Mar 2011","ODI # 3118","Shakib Al Hasan ",56143
"9146","10.0","0","49","2","4.90","24.50","30.0","v England","Chattogram","11 Mar 2011","ODI # 3127","Shakib Al Hasan ",56143
"9147","8.0","0","38","1","4.75","38.00","48.0","v Netherlands","Chattogram","14 Mar 2011","ODI # 3131","Shakib Al Hasan ",56143
"9148","10.0","0","46","2","4.60","23.00","30.0","v South Africa","Dhaka","19 Mar 2011","ODI # 3138","Shakib Al Hasan ",56143
"9149","10.0","0","34","0","3.40","-","-","v Australia","Dhaka","9 Apr 2011","ODI # 3149","Shakib Al Hasan ",56143
"9150","7.0","1","35","1","5.00","35.00","42.0","v Australia","Dhaka","11 Apr 2011","ODI # 3150","Shakib Al Hasan ",56143
"9151","7.0","0","48","0","6.85","-","-","v Australia","Dhaka","13 Apr 2011","ODI # 3151","Shakib Al Hasan ",56143
"9152","10.0","0","48","1","4.80","48.00","60.0","v Zimbabwe","Harare","12 Aug 2011","ODI # 3176","Shakib Al Hasan ",56143
"9153","8.0","1","31","0","3.87","-","-","v Zimbabwe","Harare","14 Aug 2011","ODI # 3177","Shakib Al Hasan ",56143
"9154","6.0","0","46","2","7.66","23.00","18.0","v Zimbabwe","Harare","16 Aug 2011","ODI # 3179","Shakib Al Hasan ",56143
"9155","6.0","0","25","1","4.16","25.00","36.0","v Zimbabwe","Bulawayo","19 Aug 2011","ODI # 3181","Shakib Al Hasan ",56143
"9156","7.0","0","26","2","3.71","13.00","21.0","v Zimbabwe","Bulawayo","21 Aug 2011","ODI # 3183","Shakib Al Hasan ",56143
"9157","10.0","0","50","0","5.00","-","-","v West Indies","Dhaka","13 Oct 2011","ODI # 3198","Shakib Al Hasan ",56143
"9158","10.0","1","30","2","3.00","15.00","30.0","v West Indies","Dhaka","15 Oct 2011","ODI # 3200","Shakib Al Hasan ",56143
"9159","5.0","0","16","4","3.20","4.00","7.5","v West Indies","Chattogram","18 Oct 2011","ODI # 3202","Shakib Al Hasan ",56143
"9160","9.4","3","42","2","4.34","21.00","29.0","v Pakistan","Dhaka","1 Dec 2011","ODI # 3218","Shakib Al Hasan ",56143
"9161","10.0","0","27","1","2.70","27.00","60.0","v Pakistan","Dhaka","3 Dec 2011","ODI # 3220","Shakib Al Hasan ",56143
"9162","10.0","2","21","1","2.10","21.00","60.0","v Pakistan","Chattogram","6 Dec 2011","ODI # 3222","Shakib Al Hasan ",56143
"9163","10.0","0","41","2","4.10","20.50","30.0","v Pakistan","Dhaka","11 Mar 2012","ODI # 3258","Shakib Al Hasan ",56143
"9164","10.0","0","63","0","6.30","-","-","v India","Dhaka","16 Mar 2012","ODI # 3261","Shakib Al Hasan ",56143
"9165","10.0","1","56","2","5.60","28.00","30.0","v Sri Lanka","Dhaka","20 Mar 2012","ODI # 3265","Shakib Al Hasan ",56143
"9166","10.0","1","39","2","3.90","19.50","30.0","v Pakistan","Dhaka","22 Mar 2012","ODI # 3267","Shakib Al Hasan ",56143
"9167","3.0","0","27","0","9.00","-","-","v Zimbabwe","Bulawayo","3 May 2013","ODI # 3353","Shakib Al Hasan ",56143
"9168","9.0","0","42","1","4.66","42.00","54.0","v Zimbabwe","Bulawayo","5 May 2013","ODI # 3354","Shakib Al Hasan ",56143
"9169","9.0","1","43","0","4.77","-","-","v Zimbabwe","Bulawayo","8 May 2013","ODI # 3355","Shakib Al Hasan ",56143
"9170","7.0","0","29","2","4.14","14.50","21.0","v Sri Lanka","Dhaka","17 Feb 2014","ODI # 3469","Shakib Al Hasan ",56143
"9171","10.0","1","46","1","4.60","46.00","60.0","v Sri Lanka","Dhaka","20 Feb 2014","ODI # 3470","Shakib Al Hasan ",56143
"9172","10.0","2","53","1","5.30","53.00","60.0","v Pakistan","Dhaka","4 Mar 2014","ODI # 3482","Shakib Al Hasan ",56143
"9173","10.0","0","27","0","2.70","-","-","v Sri Lanka","Dhaka","6 Mar 2014","ODI # 3485","Shakib Al Hasan ",56143
"9174","6.0","0","27","2","4.50","13.50","18.0","v India","Dhaka","15 Jun 2014","ODI # 3497","Shakib Al Hasan ",56143
"9175","2.3","0","8","1","3.20","8.00","15.0","v India","Dhaka","17 Jun 2014","ODI # 3498","Shakib Al Hasan ",56143
"9176","7.2","0","27","3","3.68","9.00","14.6","v India","Dhaka","19 Jun 2014","ODI # 3499","Shakib Al Hasan ",56143
"9177","10.0","0","41","4","4.10","10.25","15.0","v Zimbabwe","Chattogram","21 Nov 2014","ODI # 3550","Shakib Al Hasan ",56143
"9178","8.0","2","18","1","2.25","18.00","48.0","v Zimbabwe","Chattogram","23 Nov 2014","ODI # 3552","Shakib Al Hasan ",56143
"9179","7.0","1","19","1","2.71","19.00","42.0","v Zimbabwe","Dhaka","26 Nov 2014","ODI # 3553","Shakib Al Hasan ",56143
"9180","10.0","1","28","2","2.80","14.00","30.0","v Zimbabwe","Dhaka","28 Nov 2014","ODI # 3555","Shakib Al Hasan ",56143
"9181","7.0","1","30","3","4.28","10.00","14.0","v Zimbabwe","Dhaka","1 Dec 2014","ODI # 3559","Shakib Al Hasan ",56143
"9182","8.5","0","43","2","4.86","21.50","26.5","v Afghanistan","Canberra","18 Feb 2015","ODI # 3605","Shakib Al Hasan ",56143
"9183","10.0","0","55","0","5.50","-","-","v Sri Lanka","Melbourne","26 Feb 2015","ODI # 3615","Shakib Al Hasan ",56143
"9184","10.0","0","46","1","4.60","46.00","60.0","v Scotland","Nelson","5 Mar 2015","ODI # 3624","Shakib Al Hasan ",56143
"9185","10.0","0","41","0","4.10","-","-","v England","Adelaide","9 Mar 2015","ODI # 3630","Shakib Al Hasan ",56143
"9186","8.5","1","55","4","6.22","13.75","13.2","v New Zealand","Hamilton","13 Mar 2015","ODI # 3634","Shakib Al Hasan ",56143
"9187","10.0","0","58","1","5.80","58.00","60.0","v India","Melbourne","19 Mar 2015","ODI # 3641","Shakib Al Hasan ",56143
"9188","9.2","0","45","1","4.82","45.00","56.0","v Pakistan","Dhaka","17 Apr 2015","ODI # 3647","Shakib Al Hasan ",56143
"9189","10.0","0","51","2","5.10","25.50","30.0","v Pakistan","Dhaka","19 Apr 2015","ODI # 3648","Shakib Al Hasan ",56143
"9190","10.0","0","34","2","3.40","17.00","30.0","v Pakistan","Dhaka","22 Apr 2015","ODI # 3649","Shakib Al Hasan ",56143
"9191","8.0","0","33","2","4.12","16.50","24.0","v India","Dhaka","18 Jun 2015","ODI # 3658","Shakib Al Hasan ",56143
"9192","7.0","0","33","0","4.71","-","-","v India","Dhaka","21 Jun 2015","ODI # 3660","Shakib Al Hasan ",56143
"9193","9.0","1","33","1","3.66","33.00","54.0","v India","Dhaka","24 Jun 2015","ODI # 3661","Shakib Al Hasan ",56143
"9194","5.0","1","27","0","5.40","-","-","v South Africa","Dhaka","10 Jul 2015","ODI # 3663","Shakib Al Hasan ",56143
"9195","10.0","0","30","0","3.00","-","-","v South Africa","Dhaka","12 Jul 2015","ODI # 3666","Shakib Al Hasan ",56143
"9196","8.0","0","33","3","4.12","11.00","16.0","v South Africa","Chattogram","15 Jul 2015","ODI # 3668","Shakib Al Hasan ",56143
"9197","10.0","0","47","5","4.70","9.40","12.0","v Zimbabwe","Dhaka","7 Nov 2015","ODI # 3703","Shakib Al Hasan ",56143
"9198","10.0","0","26","2","2.60","13.00","30.0","v Afghanistan","Dhaka","25 Sep 2016","ODI # 3781","Shakib Al Hasan ",56143
"9199","10.0","0","47","4","4.70","11.75","15.0","v Afghanistan","Dhaka","28 Sep 2016","ODI # 3783","Shakib Al Hasan ",56143
"9200","6.0","0","34","0","5.66","-","-","v Afghanistan","Dhaka","1 Oct 2016","ODI # 3786","Shakib Al Hasan ",56143
"9201","10.0","0","59","2","5.90","29.50","30.0","v England","Dhaka","7 Oct 2016","ODI # 3791","Shakib Al Hasan ",56143
"9202","9.0","0","50","1","5.55","50.00","54.0","v England","Dhaka","9 Oct 2016","ODI # 3793","Shakib Al Hasan ",56143
"9203","8.0","0","45","0","5.62","-","-","v England","Chattogram","12 Oct 2016","ODI # 3794","Shakib Al Hasan ",56143
"9204","10.0","0","69","3","6.90","23.00","20.0","v New Zealand","Christchurch","26 Dec 2016","ODI # 3814","Shakib Al Hasan ",56143
"9205","10.0","0","45","2","4.50","22.50","30.0","v New Zealand","Nelson","29 Dec 2016","ODI # 3815","Shakib Al Hasan ",56143
"9206","8.0","0","55","0","6.87","-","-","v New Zealand","Nelson","31 Dec 2016","ODI # 3816","Shakib Al Hasan ",56143
"9207","8.0","0","33","1","4.12","33.00","48.0","v Sri Lanka","Dambulla","25 Mar 2017","ODI # 3855","Shakib Al Hasan ",56143
